año,nivel_de_agregacion,sexo,grupo_de_edad,tipo_de_localidad_rural_o_urbano,region_geografica_de_Mexico,nivel_educativo,nivel_socioeconomico,presencia_de_discapacidad,porcentaje_de_diagnostico_de_diabetes,intervalo_de_confianza_inferior,intervalo_de_confianza_superior,poblacion_representada_con_diagnostico_de_diabetes
2021,estratificado,mujer,-,-,-,-,-,-,11.3,10.4,12.3,"4,999,415"
2021,estratificado,-,20-39,-,-,-,-,-,2.1,1.5,2.9,"825,767"
2021,estratificado,-,40-59,-,-,-,-,-,12.8,11.6,14.2,"3,773,989"
2021,estratificado,-,60+,-,-,-,-,-,25.5,23.2,28,"4,083,917"
2021,estratificado,-,-,rural,-,-,-,-,9.2,8.2,10.3,"1,551,588"
2021,estratificado,-,-,urbano,-,-,-,-,10.5,9.6,11.4,"7,135,464"
2021,estratificado,-,-,-,norte ,-,-,-,10.3,8.6,12.4,"1,765,394"
2021,estratificado,-,-,-,centro,-,-,-,9.6,8.5,10.7,"3,214,601"
2021,estratificado,-,-,-,cdmx,-,-,-,10.8,9,12.9,"919,878"
2021,estratificado,-,-,-,sur,-,-,-,10.8,9.5,12.4,"2,773,367"
2021,estratificado,-,-,-,-,primaria o menos,-,-,18.2,16.8,19.7,"4,253,425"
2021,estratificado,-,-,-,-,secundaria,-,-,9.2,8,10.4,"2,162,344"
2021,estratificado,-,-,-,-,media,-,-,6.3,4.8,8.2,"1,225,192"
2021,estratificado,-,-,-,-,superior,-,-,5.6,4.3,7.3,"1,036,010"
2021,estratificado,-,-,-,-,-,bajo,-,10.6,9.5,11.8,"2,687,379"
2021,estratificado,-,-,-,-,-,medio,-,10.3,9,11.7,"2,758,619"
2021,estratificado,-,-,-,-,-,alto,-,9.9,8.8,11.1,"3,235,968"
2021,estratificado,-,-,-,-,-,-,no,4.7,4,5.5,"1,431,523"
2021,estratificado,-,-,-,-,-,-,si,13.3,12.3,14.4,"7,230,406"
2021,estratificado,hombre,20-39,-,-,-,-,-,2.2,1.3,3.6,"416,749"
2021,estratificado,hombre,40-59,-,-,-,-,-,10.3,8.6,12.3,"1,398,088"
2021,estratificado,hombre,60+,-,-,-,-,-,22.9,19.8,26.4,"1,846,310"
2021,estratificado,mujer,20-39,-,-,-,-,-,2,1.5,2.6,"407,582"
2021,estratificado,mujer,40-59,-,-,-,-,-,14.9,13.2,16.9,"2,370,683"
2021,estratificado,mujer,60+,-,-,-,-,-,28.1,25.1,31.3,"2,234,757"
2021,estratificado,hombre,-,rural,-,-,-,-,6.9,5.7,8.5,"572,440"
2021,estratificado,hombre,-,urbano,-,-,-,-,9.6,8.4,10.8,"3,099,172"
2021,estratificado,mujer,-,rural,-,-,-,-,11.4,10,13,"976,849"
2021,estratificado,mujer,-,urbano,-,-,-,-,11.3,10.2,12.5,"4,031,134"
2021,estratificado,hombre,-,-,norte ,-,-,-,10.1,7.6,13.3,"841,305"
2021,estratificado,hombre,-,-,centro,-,-,-,8.7,7.4,10.2,"1,416,289"
2021,estratificado,hombre,-,-,cdmx,-,-,-,9.6,7.5,12.2,"368,407"
2021,estratificado,hombre,-,-,sur,-,-,-,8.6,6.9,10.7,"1,043,419"
2021,estratificado,mujer,-,-,norte ,-,-,-,10.6,8.7,12.8,"933,860"
2021,estratificado,mujer,-,-,centro,-,-,-,10.4,9.1,11.8,"1,789,450"
2021,estratificado,mujer,-,-,cdmx,-,-,-,11.7,9.4,14.5,"547,539"
2021,estratificado,mujer,-,-,sur,-,-,-,12.9,10.9,15,"1,747,505"
2021,estratificado,hombre,-,-,-,primaria o menos,-,-,14.3,12.3,16.6,"1,557,217"
2021,estratificado,hombre,-,-,-,secundaria,-,-,7.6,6,9.5,"805,716"
2021,estratificado,hombre,-,-,-,media,-,-,6.6,4.5,9.4,"622,883"
2021,estratificado,hombre,-,-,-,superior,-,-,7,5.2,9.4,"675,535"
2021,estratificado,mujer,-,-,-,primaria o menos,-,-,21.6,19.6,23.7,"2,695,862"
2021,estratificado,mujer,-,-,-,secundaria,-,-,10.5,8.9,12.3,"1,354,732"
2021,estratificado,mujer,-,-,-,media,-,-,6.1,4.6,7.9,"610,602"
2021,estratificado,mujer,-,-,-,superior,-,-,4,2.9,5.6,"353,987"
2021,estratificado,hombre,-,-,-,-,bajo,-,7.5,6.1,9.3,"923,813"
2021,estratificado,hombre,-,-,-,-,medio,-,9.5,7.7,11.7,"1,191,699"
2021,estratificado,hombre,-,-,-,-,alto,-,9.8,8.2,11.7,"1,540,322"
2021,estratificado,mujer,-,-,-,-,bajo,-,13.6,11.9,15.5,"1,772,777"
2021,estratificado,mujer,-,-,-,-,medio,-,11,9.6,12.5,"1,566,237"
2021,estratificado,mujer,-,-,-,-,alto,-,9.9,8.6,11.4,"1,679,928"
2021,estratificado,hombre,-,-,-,-,-,no,4.7,3.5,6.1,"797,328"
2021,estratificado,hombre,-,-,-,-,-,si,12.2,10.7,13.8,"2,881,011"
2021,estratificado,mujer,-,-,-,-,-,no,4.7,3.8,5.8,"634,194"
2021,estratificado,mujer,-,-,-,-,-,si,14.2,13.1,15.5,"4,366,374"
2022,nacional,-,-,-,-,-,-,-,10.9,10.1,11.7,"9,321,764"
2022,estratificado,hombre,-,-,-,-,-,-,10.2,9.1,11.5,"4,173,433"
2022,estratificado,mujer,-,-,-,-,-,-,11.4,10.5,12.5,"5,084,943"
2022,estratificado,-,20-39,-,-,-,-,-,1.9,1.4,2.6,"730,540"
2022,estratificado,-,40-59,-,-,-,-,-,13.6,12.3,15.1,"4,076,081"
2022,estratificado,-,60+,-,-,-,-,-,26.2,23.4,29.1,"4,480,235"
2022,estratificado,-,-,rural,-,-,-,-,10.3,8.5,12.4,"1,767,059"
2022,estratificado,-,-,urbano,-,-,-,-,11,10.1,11.9,"7,520,134"
2022,estratificado,-,-,-,norte ,-,-,-,11.2,9.9,12.7,"1,975,376"
2022,estratificado,-,-,-,centro,-,-,-,11,9.6,12.5,"3,568,226"
2022,estratificado,-,-,-,cdmx,-,-,-,8.8,6.9,11.1,"831,672"
2022,estratificado,-,-,-,sur,-,-,-,11.2,9.8,12.8,"2,911,355"
2022,estratificado,-,-,-,-,primaria o menos,-,-,18.4,16.4,20.5,"4,354,958"
2022,estratificado,-,-,-,-,secundaria,-,-,11.1,9.5,13,"2,554,372"
2022,estratificado,-,-,-,-,media,-,-,6.8,5.7,8.2,"1,386,660"
2022,estratificado,-,-,-,-,superior,-,-,5.3,4.1,6.9,"977,749"
2022,estratificado,-,-,-,-,-,bajo,-,10.3,9.1,11.7,"2,637,423"
2022,estratificado,-,-,-,-,-,medio,-,10.7,9.5,12.1,"2,986,706"
2022,estratificado,-,-,-,-,-,alto,-,11.4,10.2,12.7,"3,648,181"
2022,estratificado,-,-,-,-,-,-,no,3.8,3.1,4.6,"1,008,445"
2022,estratificado,-,-,-,-,-,-,si,14,12.9,15.3,"8,257,584"
2022,estratificado,hombre,20-39,-,-,-,-,-,2,1.3,3.1,"372,967"
2022,estratificado,hombre,40-59,-,-,-,-,-,13.2,10.9,15.8,"1,932,767"
2022,estratificado,hombre,60+,-,-,-,-,-,24.6,20.7,28.8,"1,875,867"
2022,estratificado,mujer,20-39,-,-,-,-,-,1.7,1.2,2.5,"336,619"
2022,estratificado,mujer,40-59,-,-,-,-,-,14.1,12.4,15.9,"2,161,391"
2022,estratificado,mujer,60+,-,-,-,-,-,27.4,24,31.1,"2,596,056"
2022,estratificado,hombre,-,rural,-,-,-,-,8.4,6.2,11.2,"691,820"
2022,estratificado,hombre,-,urbano,-,-,-,-,10.7,9.4,12.1,"3,496,766"
2022,estratificado,mujer,-,rural,-,-,-,-,12,9.6,15,"1,070,395"
2022,estratificado,mujer,-,urbano,-,-,-,-,11.3,10.3,12.4,"4,032,382"
2022,estratificado,hombre,-,-,norte ,-,-,-,9.9,8.1,11.9,"879,626"
2022,estratificado,hombre,-,-,centro,-,-,-,10.4,8.4,12.7,"1,595,661"
2022,estratificado,hombre,-,-,cdmx,-,-,-,8.2,5.5,12.1,"368,564"
2022,estratificado,hombre,-,-,sur,-,-,-,11,8.9,13.5,"1,341,266"
2022,estratificado,mujer,-,-,norte ,-,-,-,12.5,11,14.3,"1,094,022"
2022,estratificado,mujer,-,-,centro,-,-,-,11.5,9.7,13.6,"1,965,985"
2022,estratificado,mujer,-,-,cdmx,-,-,-,9.3,6.6,12.9,"460,921"
2022,estratificado,mujer,-,-,sur,-,-,-,11.4,9.9,13.1,"1,573,305"
2022,estratificado,hombre,-,-,-,primaria o menos,-,-,15.4,12.6,18.7,"1,672,172"
2022,estratificado,hombre,-,-,-,secundaria,-,-,11.1,8.6,14.2,"1,211,307"
2022,estratificado,hombre,-,-,-,media,-,-,7.5,5.9,9.6,"706,462"
2022,estratificado,hombre,-,-,-,superior,-,-,6,4.1,8.7,"583,535"
2022,estratificado,mujer,-,-,-,primaria o menos,-,-,20.8,18.4,23.5,"2,664,477"
2022,estratificado,mujer,-,-,-,secundaria,-,-,11.2,9.6,13,"1,355,164"
2022,estratificado,mujer,-,-,-,media,-,-,6.2,4.8,8,"680,299"
2022,estratificado,mujer,-,-,-,superior,-,-,4.5,3.2,6.4,"392,514"
2022,estratificado,hombre,-,-,-,-,bajo,-,8.7,7,10.8,"1,045,120"
2022,estratificado,hombre,-,-,-,-,medio,-,9.4,7.5,11.7,"1,270,411"
2022,estratificado,hombre,-,-,-,-,alto,-,12.1,10.2,14.2,"1,861,963"
2022,estratificado,mujer,-,-,-,-,bajo,-,11.7,10.1,13.4,"1,590,402"
2022,estratificado,mujer,-,-,-,-,medio,-,12,10.4,13.7,"1,727,775"
2022,estratificado,mujer,-,-,-,-,alto,-,10.8,9.4,12.4,"1,794,254"
2022,estratificado,hombre,-,-,-,-,-,no,3.8,2.8,5.1,"549,047"
2022,estratificado,hombre,-,-,-,-,-,si,13.7,12.1,15.5,"3,626,035"
2022,estratificado,mujer,-,-,-,-,-,no,3.7,2.8,5,"447,309"
2022,estratificado,mujer,-,-,-,-,-,si,14.3,13,15.7,"4,649,693"
2023,nacional,-,-,-,-,-,-,-,11,9.8,12.3,"9,456,311"
2023,estratificado,hombre,-,-,-,-,-,-,10,8.6,11.5,"4,114,128"
2023,estratificado,mujer,-,-,-,-,-,-,11.9,10.1,13.9,"5,334,196"
2023,estratificado,-,20-39,-,-,-,-,-,,,,
2023,estratificado,-,40-59,-,-,-,-,-,13.5,11.5,15.8,"3,942,368"
2023,estratificado,-,60+,-,-,-,-,-,27.6,24.1,31.5,"4,805,312"
2023,estratificado,-,-,rural,-,-,-,-,13,10,16.7,"2,212,400"
2023,estratificado,-,-,urbano,-,-,-,-,10.5,9.3,11.8,"7,239,540"
2023,estratificado,-,-,-,norte ,-,-,-,12.1,8.5,16.8,"1,941,767"
2023,estratificado,-,-,-,centro,-,-,-,10.7,9,12.6,"4,177,656"
2023,estratificado,-,-,-,cdmx,-,-,-,10.4,5.9,17.6,"776,521"
2023,estratificado,-,-,-,sur,-,-,-,11,9.3,12.9,"2,574,961"
2023,estratificado,-,-,-,-,primaria o menos,-,-,18.9,16,22.3,"3,767,090"
2023,estratificado,-,-,-,-,secundaria,-,-,11.8,9.7,14.3,"3,031,219"
2023,estratificado,-,-,-,-,media,-,-,6.6,5.1,8.5,"1,438,347"
2023,estratificado,-,-,-,-,superior,-,-,6.5,4.8,8.6,"1,205,967"
2023,estratificado,-,-,-,-,-,bajo,-,11,8.7,13.9,"3,003,395"
2023,estratificado,-,-,-,-,-,medio,-,11.9,9.8,14.3,"3,064,297"
2023,estratificado,-,-,-,-,-,alto,-,10.2,8.6,12.1,"3,357,072"
2023,estratificado,-,-,-,-,-,-,no,10.5,8.8,12.5,"3,745,209"
2023,estratificado,-,-,-,-,-,-,si,11.3,9.7,13.1,"5,683,652"
2023,estratificado,hombre,20-39,-,-,-,-,-,,,,
2023,estratificado,hombre,40-59,-,-,-,-,-,11.1,8.4,14.6,"1,461,739"
2023,estratificado,hombre,60+,-,-,-,-,-,26.7,21.6,32.3,"2,407,500"
2023,estratificado,mujer,20-39,-,-,-,-,-,,,,
2023,estratificado,mujer,40-59,-,-,-,-,-,15.5,12.6,18.9,"2,485,255"
2023,estratificado,mujer,60+,-,-,-,-,-,28.7,23.9,34,"2,408,991"
2023,estratificado,hombre,-,rural,-,-,-,-,11.6,8.8,15,"940,754"
2023,estratificado,hombre,-,urbano,-,-,-,-,9.6,8.1,11.3,"3,171,008"
2023,estratificado,mujer,-,rural,-,-,-,-,14.2,9.6,20.5,"1,265,009"
2023,estratificado,mujer,-,urbano,-,-,-,-,11.3,9.5,13.4,"4,058,583"
2023,estratificado,hombre,-,-,norte ,-,-,-,12.3,9,16.5,"932,953"
2023,estratificado,hombre,-,-,centro,-,-,-,9.6,7.7,11.9,"1,791,991"
2023,estratificado,hombre,-,-,cdmx,-,-,-,,,,
2023,estratificado,hombre,-,-,sur,-,-,-,9.5,7.2,12.5,"1,083,137"
2023,estratificado,mujer,-,-,norte ,-,-,-,11.8,7.2,18.8,"998,596"
2023,estratificado,mujer,-,-,centro,-,-,-,11.6,9,14.8,"2,363,725"
2023,estratificado,mujer,-,-,cdmx,-,-,-,,,,
2023,estratificado,mujer,-,-,sur,-,-,-,12.3,9.9,15.3,"1,476,897"
2023,estratificado,hombre,-,-,-,primaria o menos,-,-,15.9,12.1,20.6,"1,371,783"
2023,estratificado,hombre,-,-,-,secundaria,-,-,10.9,8.4,14,"1,261,953"
2023,estratificado,hombre,-,-,-,media,-,-,6.3,4.1,9.4,"685,495"
2023,estratificado,hombre,-,-,-,superior,-,-,8,5.3,11.8,"804,423"
2023,estratificado,mujer,-,-,-,primaria o menos,-,-,21.3,16.8,26.6,"2,407,779"
2023,estratificado,mujer,-,-,-,secundaria,-,-,12.6,9.6,16.4,"1,777,953"
2023,estratificado,mujer,-,-,-,media,-,-,6.9,4.9,9.5,"752,946"
2023,estratificado,mujer,-,-,-,superior,-,-,4.7,2.9,7.5,"399,408"
2023,estratificado,hombre,-,-,-,-,bajo,-,8.3,5.5,12.3,"1,043,951"
2023,estratificado,hombre,-,-,-,-,medio,-,10.9,8.1,14.5,"1,301,852"
2023,estratificado,hombre,-,-,-,-,alto,-,10.6,8,14,"1,761,716"
2023,estratificado,mujer,-,-,-,-,bajo,-,13.4,9.9,17.8,"1,973,266"
2023,estratificado,mujer,-,-,-,-,medio,-,12.8,10.2,16,"1,767,271"
2023,estratificado,mujer,-,-,-,-,alto,-,9.8,7.9,12.1,"1,596,666"
2023,estratificado,hombre,-,-,-,-,-,no,9.3,7.2,11.9,"1,763,764"
2023,estratificado,hombre,-,-,-,-,-,si,10.6,8.6,13,"2,350,664"
2023,estratificado,mujer,-,-,-,-,-,no,11.9,8.9,15.7,"1,987,711"
2023,estratificado,mujer,-,-,-,-,-,si,11.9,9.7,14.5,"3,346,486"
