año,nivel_de_agregacion,sexo,grupo_de_edad,tipo_de_localidad_rural_o_urbano,region_geografica_de_Mexico,nivel_educativo,nivel_socioeconomico,presencia_de_discapacidad,porcentaje_de_personas_con_sobrepeso,intervalo_de_confianza_inferior,intervalo_de_confianza_superior,poblacion_representada_con_sobrepeso
2020,estratificado,-,-,-,-,-,bajo,-,37.1,35.1,39.2," 9,553,000 "
2020,estratificado,-,-,-,-,-,medio,-,37.0,34.9,39.1," 9,685,000 "
2020,estratificado,-,-,-,-,-,alto,-,39.9,37.8,41.9," 12,479,000 "
2020,estratificado,-,-,-,-,-,-,no,,,,
2020,estratificado,-,-,-,-,-,-,si,,,,
2020,estratificado,hombre,20-39,-,-,-,-,-,36.2,33.5,38.9," 6,548,000 "
2020,estratificado,hombre,40-59,-,-,-,-,-,45.4,42.0,48.8," 6,376,000 "
2020,estratificado,hombre,60+,-,-,-,-,-,42.3,38.8,45.9," 3,335,000 "
2020,estratificado,mujer,20-39,-,-,-,-,-,34.4,31.9,36.9," 6,506,000 "
2020,estratificado,mujer,40-59,-,-,-,-,-,36.6,34.3,39.1," 5,774,000 "
2020,estratificado,mujer,60+,-,-,-,-,-,37.6,34.3,40.9," 3,177,000 "
2020,estratificado,hombre,-,rural,-,-,-,-,40.4,36.8,44.0," 3,137,000 "
2020,estratificado,hombre,-,urbano,-,-,-,-,40.7,38.6,42.8," 13,122,000 "
2020,estratificado,mujer,-,rural,-,-,-,-,37.2,33.8,40.8," 3,169,000 "
2020,estratificado,mujer,-,urbano,-,-,-,-,35.5,33.7,37.3," 12,288,000 "
2020,estratificado,hombre,-,-,norte ,-,-,-,36.3,32.5,40.2," 3,053,000 "
2020,estratificado,hombre,-,-,centro,-,-,-,41.5,38.3,44.8," 6,443,000 "
2020,estratificado,hombre,-,-,cdmx,-,-,-,45.6,40.6,50.8," 1,803,000 "
2020,estratificado,hombre,-,-,sur,-,-,-,40.8,37.6,44.0," 4,960,000 "
2020,estratificado,mujer,-,-,norte ,-,-,-,32.9,29.2,36.8," 2,808,000 "
2020,estratificado,mujer,-,-,centro,-,-,-,36.0,33.5,38.7," 5,998,000 "
2020,estratificado,mujer,-,-,cdmx,-,-,-,37.5,33.4,41.7," 1,693,000 "
2020,estratificado,mujer,-,-,sur,-,-,-,36.9,33.9,40.0," 4,958,000 "
2020,estratificado,hombre,-,-,-,primaria o menos,-,-,41.1,37.7,44.5," 4,526,000 "
2020,estratificado,hombre,-,-,-,secundaria,-,-,42.2,38.6,45.9," 4,230,000 "
2020,estratificado,hombre,-,-,-,media,-,-,41.3,37.6,45.0," 3,734,000 "
2020,estratificado,hombre,-,-,-,superior,-,-,37.9,34.2,41.7," 3,770,000 "
2020,estratificado,mujer,-,-,-,primaria o menos,-,-,37.7,34.8,40.7," 4,778,000 "
2020,estratificado,mujer,-,-,-,secundaria,-,-,33.3,30.5,36.2," 3,956,000 "
2020,estratificado,mujer,-,-,-,media,-,-,36.2,32.8,39.8," 3,552,000 "
2020,estratificado,mujer,-,-,-,superior,-,-,36.1,32.3,40.1," 3,171,000 "
2020,estratificado,hombre,-,-,-,-,bajo,-,38.8,35.7,41.9," 4,760,000 "
2020,estratificado,hombre,-,-,-,-,medio,-,41.0,37.5,44.6," 4,925,000 "
2020,estratificado,hombre,-,-,-,-,alto,-,41.7,38.7,44.8," 6,574,000 "
2020,estratificado,mujer,-,-,-,-,bajo,-,35.7,33.0,38.5," 4,793,000 "
2020,estratificado,mujer,-,-,-,-,medio,-,33.6,31.1,36.1," 4,760,000 "
2020,estratificado,mujer,-,-,-,-,alto,-,38.0,35.2,40.9," 5,904,000 "
2020,estratificado,hombre,-,-,-,-,-,no,,,,
2020,estratificado,hombre,-,-,-,-,-,si,,,,
2020,estratificado,mujer,-,-,-,-,-,no,,,,
2020,estratificado,mujer,-,-,-,-,-,si,,,,
2021,nacional ,-,-,-,-,-,-,-,35.8,34.4,37.2," 25,525,000 "
2021,estratificado,hombre,-,-,-,-,-,-,34.4,32.0,36.9," 10,829,000 "
2021,estratificado,mujer,-,-,-,-,-,-,44.3,41.6,47.1," 17,658,000 "
2021,estratificado,-,20-39,-,-,-,-,-,32.7,30.4,35.1," 10,612,000 "
2021,estratificado,-,40-59,-,-,-,-,-,37.7,35.3,40.2," 9,429,000 "
2021,estratificado,-,60+,-,-,-,-,-,39.5,36.1,42.9," 5,484,000 "
2021,estratificado,-,-,rural,-,-,-,-,37.8,35.0,40.7," 5,761,000 "
2021,estratificado,-,-,urbano,-,-,-,-,35.3,33.6,36.9," 19,764,000 "
2021,estratificado,-,-,-,norte ,-,-,-,33.4,29.8,37.3," 4,721,000 "
2021,estratificado,-,-,-,centro,-,-,-,37.5,35.3,39.8," 10,797,000 "
2021,estratificado,-,-,-,cdmx,-,-,-,36.3,32.6,40.1," 2,451,000 "
2021,estratificado,-,-,-,sur,-,-,-,34.9,32.5,37.4," 7,556,000 "
2021,estratificado,-,-,-,-,primaria o menos,-,-,35.8,33.4,38.3," 7,414,000 "
2021,estratificado,-,-,-,-,secundaria,-,-,35.5,32.8,38.4," 7,130,000 "
2021,estratificado,-,-,-,-,media,-,-,35.9,32.4,39.4," 5,855,000 "
2021,estratificado,-,-,-,-,superior,-,-,36.1,32.2,40.1," 5,126,000 "
2021,estratificado,-,-,-,-,-,bajo,-,34.7,32.3,37.3," 7,828,000 "
2021,estratificado,-,-,-,-,-,medio,-,34.6,32.4,36.9," 7,893,000 "
2021,estratificado,-,-,-,-,-,alto,-,37.8,35.1,40.5," 9,804,000 "
2021,estratificado,-,-,-,-,-,-,no,35.7,34.2,37.3," 23,503,000 "
2021,estratificado,-,-,-,-,-,-,si,36.5,31.3,42.2," 2,022,000 "
2021,estratificado,hombre,20-39,-,-,-,-,-,34.2,30.5,38.1," 4,778,000 "
2021,estratificado,hombre,40-59,-,-,-,-,-,39.4,35.4,43.5," 4,127,000 "
2021,estratificado,hombre,60+,-,-,-,-,-,43.1,38.0,48.4," 3,023,000 "
2021,estratificado,mujer,20-39,-,-,-,-,-,31.6,28.8,34.6," 5,834,000 "
2021,estratificado,mujer,40-59,-,-,-,-,-,36.6,33.7,39.6," 5,302,000 "
2021,estratificado,mujer,60+,-,-,-,-,-,35.8,31.8,39.9," 2,461,000 "
2021,estratificado,hombre,-,rural,-,-,-,-,40.3,35.2,45.6," 2,853,000 "
2021,estratificado,hombre,-,urbano,-,-,-,-,37.2,34.6,40.0," 9,076,000 "
2021,estratificado,mujer,-,rural,-,-,-,-,35.6,31.4,40.2," 2,908,000 "
2021,estratificado,mujer,-,urbano,-,-,-,-,33.7,31.7,35.8," 10,689,000 "
2021,estratificado,hombre,-,-,norte ,-,-,-,35.3,29.5,41.6," 2,278,000 "
2021,estratificado,hombre,-,-,centro,-,-,-,40.2,36.5,44.0," 5,177,000 "
2021,estratificado,hombre,-,-,cdmx,-,-,-,38.6,32.8,44.7," 1,088,000 "
2021,estratificado,hombre,-,-,sur,-,-,-,36.4,32.2,40.8," 3,386,000 "
2021,estratificado,mujer,-,-,norte ,-,-,-,31.9,27.1,37.0," 2,443,000 "
2021,estratificado,mujer,-,-,centro,-,-,-,35.3,32.6,38.2," 5,621,000 "
2021,estratificado,mujer,-,-,cdmx,-,-,-,34.6,30.4,39.2," 1,363,000 "
2021,estratificado,mujer,-,-,sur,-,-,-,33.8,30.3,37.4," 4,170,000 "
2021,estratificado,hombre,-,-,-,primaria o menos,-,-,39.0,34.8,43.2," 3,619,000 "
2021,estratificado,hombre,-,-,-,secundaria,-,-,38.9,34.4,43.7," 3,110,000 "
2021,estratificado,hombre,-,-,-,media,-,-,35.3,30.1,40.9," 2,501,000 "
2021,estratificado,hombre,-,-,-,superior,-,-,38.0,32.5,44.0," 2,698,000 "
2021,estratificado,mujer,-,-,-,primaria o menos,-,-,33.3,30.1,36.7," 3,796,000 "
2021,estratificado,mujer,-,-,-,secundaria,-,-,33.3,30.0,36.7," 4,020,000 "
2021,estratificado,mujer,-,-,-,media,-,-,36.3,32.3,40.5," 3,353,000 "
2021,estratificado,mujer,-,-,-,superior,-,-,34.1,29.1,39.4," 2,428,000 "
2021,estratificado,hombre,-,-,-,-,bajo,-,35.8,32.0,39.9," 3,612,000 "
2021,estratificado,hombre,-,-,-,-,medio,-,37.0,33.4,40.9," 3,649,000 "
2021,estratificado,hombre,-,-,-,-,alto,-,40.5,36.4,44.8," 4,668,000 "
2021,estratificado,mujer,-,-,-,-,bajo,-,33.9,30.5,37.4," 4,216,000 "
2021,estratificado,mujer,-,-,-,-,medio,-,32.8,29.7,36.0," 4,244,000 "
2021,estratificado,mujer,-,-,-,-,alto,-,35.6,32.5,38.8," 5,136,000 "
2021,estratificado,hombre,-,-,-,-,-,no,37.7,35.2,40.3," 11,072,000 "
2021,estratificado,hombre,-,-,-,-,-,si,41.3,31.8,51.4," 856,000 "
2021,estratificado,mujer,-,-,-,-,-,no,34.2,32.2,36.2," 12,431,000 "
2021,estratificado,mujer,-,-,-,-,-,si,33.7,28.0,39.9," 1,166,000 "
2022,nacional ,-,-,-,-,-,-,-,38.4,36.9,39.9," 32,127,000 "
2022,estratificado,hombre,-,-,-,-,-,-,41.1,38.7,43.6," 16,099,000 "
2022,estratificado,mujer,-,-,-,-,-,-,36.0,34.0,38.0," 16,028,000 "
2022,estratificado,-,20-39,-,-,-,-,-,35.1,32.8,37.5," 13,305,000 "
2022,estratificado,-,40-59,-,-,-,-,-,40.4,37.8,43.1," 11,829,000 "
2022,estratificado,-,60+,-,-,-,-,-,42.2,38.8,45.7," 6,993,000 "
2022,estratificado,-,-,rural,-,-,-,-,36.9,34.5,39.5," 6,294,000 "
2022,estratificado,-,-,urbano,-,-,-,-,38.7,37.0,40.5," 25,833,000 "
2022,estratificado,-,-,-,norte ,-,-,-,34.0,31.4,36.7," 5,955,000 "
2022,estratificado,-,-,-,centro,-,-,-,39.0,36.5,41.5," 12,321,000 "
2022,estratificado,-,-,-,cdmx,-,-,-,42.5,37.1,48.1," 3,962,000 "
2022,estratificado,-,-,-,sur,-,-,-,39.1,36.4,41.9," 9,890,000 "
2022,estratificado,-,-,-,-,primaria o menos,-,-,39.9,37.3,42.5," 9,365,000 "
2022,estratificado,-,-,-,-,secundaria,-,-,36.9,34.3,39.6," 8,471,000 "
2022,estratificado,-,-,-,-,media,-,-,36.8,33.5,40.1," 7,548,000 "
2022,estratificado,-,-,-,-,superior,-,-,40.2,35.8,44.8," 6,744,000 "
2022,estratificado,-,-,-,-,-,bajo,-,35.5,32.9,38.2," 9,199,000 "
2022,estratificado,-,-,-,-,-,medio,-,39.0,35.9,42.2," 10,520,000 "
2022,estratificado,-,-,-,-,-,alto,-,40.2,37.5,42.9," 12,408,000 "
2022,estratificado,-,-,-,-,-,-,no,39.3,37.7,40.9," 29,742,000 "
2022,estratificado,-,-,-,-,-,-,si,29.9,26.1,33.9," 2,385,000 "
2022,estratificado,hombre,20-39,-,-,-,-,-,36.0,31.6,40.7," 6,439,000 "
2022,estratificado,hombre,40-59,-,-,-,-,-,43.9,39.8,48.0," 6,028,000 "
2022,estratificado,hombre,60+,-,-,-,-,-,48.0,43.1,53.1," 3,633,000 "
2022,estratificado,mujer,20-39,-,-,-,-,-,34.3,31.3,37.4," 6,867,000 "
2022,estratificado,mujer,40-59,-,-,-,-,-,37.4,34.1,40.7," 5,801,000 "
2022,estratificado,mujer,60+,-,-,-,-,-,37.3,33.3,41.6," 3,361,000 "
2022,estratificado,hombre,-,rural,-,-,-,-,37.6,34,41.3," 3,029,000 "
2022,estratificado,hombre,-,urbano,-,-,-,-,42,39.1,45," 13,071,000 "
2022,estratificado,mujer,-,rural,-,-,-,-,36.3,32.6,40.3," 3,266,000 "
2022,estratificado,mujer,-,urbano,-,-,-,-,35.9,33.6,38.2," 12,762,000 "
2022,estratificado,hombre,-,-,norte ,-,-,-,37.7,33.5,42.0," 3,314,000 "
2022,estratificado,hombre,-,-,centro,-,-,-,42.0,37.8,46.3," 6,156,000 "
2022,estratificado,hombre,-,-,cdmx,-,-,-,45.4,36.5,54.5," 1,944,000 "
2022,estratificado,hombre,-,-,sur,-,-,-,40.9,37.0,45.0," 4,685,000 "
2022,estratificado,mujer,-,-,norte ,-,-,-,30.3,27.5,33.3," 2,641,000 "
2022,estratificado,mujer,-,-,centro,-,-,-,36.4,33.3,39.6," 6,165,000 "
2022,estratificado,mujer,-,-,cdmx,-,-,-,40.0,32.7,47.8," 2,018,000 "
2022,estratificado,mujer,-,-,sur,-,-,-,37.6,33.7,41.6," 5,204,000 "
2022,estratificado,hombre,-,-,-,primaria o menos,-,-,44.0,39.8,48.3," 4,640,000 "
2022,estratificado,hombre,-,-,-,secundaria,-,-,40.5,36.0,45.2," 4,177,000 "
2022,estratificado,hombre,-,-,-,media,-,-,36.0,30.7,41.6," 3,390,000 "
2022,estratificado,hombre,-,-,-,superior,-,-,43.8,36.4,51.4," 3,892,000 "
2022,estratificado,mujer,-,-,-,primaria o menos,-,-,36.5,32.7,40.5," 4,725,000 "
2022,estratificado,mujer,-,-,-,secundaria,-,-,34.0,30.5,37.6," 4,294,000 "
2022,estratificado,mujer,-,-,-,media,-,-,37.4,33.4,41.7," 4,157,000 "
2022,estratificado,mujer,-,-,-,superior,-,-,36.2,31.9,40.8," 2,852,000 "
2022,estratificado,hombre,-,-,-,-,bajo,-,36.9,33.4,40.6," 4,412,000 "
2022,estratificado,hombre,-,-,-,-,medio,-,42.3,37.7,47.1," 5,429,000 "
2022,estratificado,hombre,-,-,-,-,alto,-,43.5,39.2,47.8," 6,258,000 "
2022,estratificado,mujer,-,-,-,-,bajo,-,34.3,30.9,37.9," 4,787,000 "
2022,estratificado,mujer,-,-,-,-,medio,-,36.0,32.3,40.0," 5,091,000 "
2022,estratificado,mujer,-,-,-,-,alto,-,37.3,33.8,41.0," 6,149,000 "
2022,estratificado,hombre,-,-,-,-,-,no,41.9,39.3,44.5," 15,137,000 "
2022,estratificado,hombre,-,-,-,-,-,si,31.5,25.0,38.8," 963,000 "
2022,estratificado,mujer,-,-,-,-,-,no,36.9,34.8,39.0," 14,606,000 "
2022,estratificado,mujer,-,-,-,-,-,si,28.8,24.2,33.9," 1,422,000 "
2023,nacional ,-,-,-,-,-,-,-,36.4,34.1,38.8," 26,418,000 "
2023,estratificado,hombre,-,-,-,-,-,-,40.4,36.6,44.3," 13,644,000 "
2023,estratificado,mujer,-,-,-,-,-,-,32.9,29.6,36.3," 12,774,000 "
2023,estratificado,-,20-39,-,-,-,-,-,34.6,30.6,38.9," 11,284,000 "
2023,estratificado,-,40-59,-,-,-,-,-,34.7,30.7,38.9," 8,822,000 "
2023,estratificado,-,60+,-,-,-,-,-,43.1,38.4,48.1," 6,313,000 "
2023,estratificado,-,-,rural,-,-,-,-,34.2,28.7,40.2," 5,145,000 "
2023,estratificado,-,-,urbano,-,-,-,-,36.9,34.4,39.5," 21,273,000 "
2023,estratificado,-,-,-,norte ,-,-,-,32.8,26.4,40.0," 4,317,000 "
2023,estratificado,-,-,-,centro,-,-,-,38.2,35.0,41.5," 12,465,000 "
2023,estratificado,-,-,-,cdmx,-,-,-,42.2,36.2,48.5," 2,770,000 "
2023,estratificado,-,-,-,sur,-,-,-,33.9,29.7,38.3," 6,866,000 "
2023,estratificado,-,-,-,-,primaria o menos,-,-,34.2,29.4,39.4," 5,759,000 "
2023,estratificado,-,-,-,-,secundaria,-,-,36.2,32.0,40.5," 8,099,000 "
2023,estratificado,-,-,-,-,media,-,-,35.2,30.9,39.7," 6,628,000 "
2023,estratificado,-,-,-,-,superior,-,-,40.8,35.7,46.1," 5,931,000 "
2023,estratificado,-,-,-,-,-,bajo,-,34.0,29.9,38.3," 8,112,000 "
2023,estratificado,-,-,-,-,-,medio,-,33.4,29.5,37.5," 7,089,000 "
2023,estratificado,-,-,-,-,-,alto,-,40.8,37.1,44.5," 11,217,000 "
2023,estratificado,-,-,-,-,-,-,no,36.8,34.4,39.2," 21,893,000 "
2023,estratificado,-,-,-,-,-,-,si,30.3,22.3,39.8," 1,315,000 "
2023,estratificado,hombre,20-39,-,-,-,-,-,39.0,32.4,46.2," 5,792,000 "
2023,estratificado,hombre,40-59,-,-,-,-,-,36.0,29.9,42.5," 4,065,000 "
2023,estratificado,hombre,60+,-,-,-,-,-,49.6,42.7,56.6," 3,787,000 "
2023,estratificado,mujer,20-39,-,-,-,-,-,31.0,25.8,36.6," 5,492,000 "
2023,estratificado,mujer,40-59,-,-,-,-,-,33.7,29.2,38.5," 4,756,000 "
2023,estratificado,mujer,60+,-,-,-,-,-,36.1,29.7,43.0," 2,526,000 "
2023,estratificado,hombre,-,rural,-,-,-,-,41.3,34.1,48.8," 2,899,000 "
2023,estratificado,hombre,-,urbano,-,-,-,-,40.2,35.8,44.8," 10,745,000 "
2023,estratificado,mujer,-,rural,-,-,-,-,28,21.3,35.8," 2,246,000 "
2023,estratificado,mujer,-,urbano,-,-,-,-,34.1,30.6,37.9," 10,528,000 "
2023,estratificado,hombre,-,-,norte ,-,-,-,37.6,25.6,51.4," 2,109,000 "
2023,estratificado,hombre,-,-,centro,-,-,-,40.6,35.1,46.4," 6,430,000 "
2023,estratificado,hombre,-,-,cdmx,-,-,-,48.8,37.5,60.2," 1,493,000 "
2023,estratificado,hombre,-,-,sur,-,-,-,38.9,33.5,44.7," 3,612,000 "
2023,estratificado,mujer,-,-,norte ,-,-,-,29.3,22.4,37.2," 2,208,000 "
2023,estratificado,mujer,-,-,centro,-,-,-,35.9,30.2,42.1," 6,036,000 "
2023,estratificado,mujer,-,-,cdmx,-,-,-,36.5,28.5,45.3," 1,278,000 "
2023,estratificado,mujer,-,-,sur,-,-,-,29.6,24.8,34.9," 3,253,000 "
2023,estratificado,hombre,-,-,-,primaria o menos,-,-,37.1,30.5,44.2," 2,741,000 "
2023,estratificado,hombre,-,-,-,secundaria,-,-,43.6,37.6,49.8," 4,237,000 "
2023,estratificado,hombre,-,-,-,media,-,-,35.2,26.9,44.6," 3,080,000 "
2023,estratificado,hombre,-,-,-,superior,-,-,45.3,37.1,53.8," 3,586,000 "
2023,estratificado,mujer,-,-,-,primaria o menos,-,-,31.9,26.0,38.5," 3,018,000 "
2023,estratificado,mujer,-,-,-,secundaria,-,-,30.5,25.4,36.0," 3,862,000 "
2023,estratificado,mujer,-,-,-,media,-,-,35.1,29.6,41.1," 3,549,000 "
2023,estratificado,mujer,-,-,-,superior,-,-,35.4,29.5,41.8," 2,345,000 "
2023,estratificado,hombre,-,-,-,-,bajo,-,39.2,34.1,44.5," 4,177,000 "
2023,estratificado,hombre,-,-,-,-,medio,-,37.6,30.3,45.4," 3,470,000 "
2023,estratificado,hombre,-,-,-,-,alto,-,43.2,37.3,49.4," 5,997,000 "
2023,estratificado,mujer,-,-,-,-,bajo,-,29.8,24.4,35.7," 3,936,000 "
2023,estratificado,mujer,-,-,-,-,medio,-,30.1,25.1,35.7," 3,619,000 "
2023,estratificado,mujer,-,-,-,-,alto,-,38.3,32.6,44.4," 5,220,000 "
2023,estratificado,hombre,-,-,-,-,-,no,41.1,37.3,45.0," 11,201,000 "
2023,estratificado,hombre,-,-,-,-,-,si,28.7,17.2,43.9," 536,000 "
2023,estratificado,mujer,-,-,-,-,-,no,33.0,29.5,36.6," 10,692,000 "
2023,estratificado,mujer,-,-,-,-,-,si,31.6,21.3,44.0," 779,000 "
