año,nivel_de_agregacion,sexo,grupo_de_edad,tipo_de_localidad_rural_o_urbano,region_geografica_de_Mexico,nivel_educativo,nivel_socioeconomico,presencia_de_discapacidad,porcentaje_de_personas_con_obesidad,intervalo_de_confianza_inferior,intervalo_de_confianza_superior,poblacion_representada_con_obesidad
2020,estratificado,hombre,20-39,-,-,-,-,-,31.1,28.4,33.8," 5,625,000 "
2020,estratificado,hombre,40-59,-,-,-,-,-,35.8,32.8,38.9," 5,029,000 "
2020,estratificado,hombre,60+,-,-,-,-,-,24.9,21.5,28.7," 1,966,000 "
2020,estratificado,mujer,20-39,-,-,-,-,-,32.9,30.7,35.2," 6,238,000 "
2020,estratificado,mujer,40-59,-,-,-,-,-,48.4,45.9,50.9," 7,627,000 "
2020,estratificado,mujer,60+,-,-,-,-,-,41.1,37.8,44.4," 3,475,000 "
2020,estratificado,hombre,-,rural,-,-,-,-,27.5,23.5,32.0," 2,140,000 "
2020,estratificado,hombre,-,urbano,-,-,-,-,32.5,30.6,34.4," 10,481,000 "
2020,estratificado,mujer,-,rural,-,-,-,-,39.8,36.4,43.2," 3,388,000 "
2020,estratificado,mujer,-,urbano,-,-,-,-,40.3,38.4,42.2," 13,953,000 "
2020,estratificado,hombre,-,-,norte ,-,-,-,38.6,34.7,42.6," 3,247,000 "
2020,estratificado,hombre,-,-,centro,-,-,-,28.2,25.5,31.1," 4,376,000 "
2020,estratificado,hombre,-,-,cdmx,-,-,-,24.2,20.3,28.6," 956,000 "
2020,estratificado,hombre,-,-,sur,-,-,-,33.2,29.9,36.7," 4,041,000 "
2020,estratificado,mujer,-,-,norte ,-,-,-,42.9,38.6,47.3," 3,660,000 "
2020,estratificado,mujer,-,-,centro,-,-,-,39.1,36.5,41.8," 6,510,000 "
2020,estratificado,mujer,-,-,cdmx,-,-,-,38.8,34.3,43.5," 1,755,000 "
2020,estratificado,mujer,-,-,sur,-,-,-,40.3,37.4,43.2," 5,415,000 "
2020,estratificado,hombre,-,-,-,primaria o menos,-,-,28.8,25.5,32.5," 3,179,000 "
2020,estratificado,hombre,-,-,-,secundaria,-,-,31.9,28.5,35.6," 3,200,000 "
2020,estratificado,hombre,-,-,-,media,-,-,30.4,27.2,33.8," 2,749,000 "
2020,estratificado,hombre,-,-,-,superior,-,-,35.1,31.5,38.9," 3,493,000 "
2020,estratificado,mujer,-,-,-,primaria o menos,-,-,44.1,41.4,46.9," 5,596,000 "
2020,estratificado,mujer,-,-,-,secundaria,-,-,46.4,43.3,49.5," 5,515,000 "
2020,estratificado,mujer,-,-,-,media,-,-,37.7,34.4,41.1," 3,695,000 "
2020,estratificado,mujer,-,-,-,superior,-,-,28.9,25.6,32.3," 2,535,000 "
2020,estratificado,hombre,-,-,-,-,bajo,-,28.2,25.1,31.5," 3,460,000 "
2020,estratificado,hombre,-,-,-,-,medio,-,31.6,28.6,34.8," 3,797,000 "
2020,estratificado,hombre,-,-,-,-,alto,-,34.0,31.2,37.0," 5,364,000 "
2020,estratificado,mujer,-,-,-,-,bajo,-,39.8,37.0,42.7," 5,349,000 "
2020,estratificado,mujer,-,-,-,-,medio,-,43.8,41.2,46.4," 6,208,000 "
2020,estratificado,mujer,-,-,-,-,alto,-,37.2,34.6,39.9," 5,783,000 "
2020,estratificado,hombre,-,-,-,-,-,no,,,,
2020,estratificado,hombre,-,-,-,-,-,si,,,,
2020,estratificado,mujer,-,-,-,-,-,no,,,,
2020,estratificado,mujer,-,-,-,-,-,si,,,,
2021,nacional ,-,-,-,-,-,-,-,37.5,35.9,39.1," 26,750,000 "
2021,estratificado,hombre,-,-,-,-,-,-,31.8,29.5,34.3," 10,015,000 "
2021,estratificado,mujer,-,-,-,-,-,-,42.0,40.0,44.0," 16,736,000 "
2021,estratificado,-,20-39,-,-,-,-,-,34.4,32.0,36.9," 11,160,000 "
2021,estratificado,-,40-59,-,-,-,-,-,44.3,41.6,47.1," 11,073,000 "
2021,estratificado,-,60+,-,-,-,-,-,32.5,29.8,35.4," 4,517,000 "
2021,estratificado,-,-,rural,-,-,-,-,32.6,29.3,36.1," 4,970,000 "
2021,estratificado,-,-,urbano,-,-,-,-,38.9,37.1,40.7," 21,780,000 "
2021,estratificado,-,-,-,norte ,-,-,-,43.0,38.8,47.3," 6,069,000 "
2021,estratificado,-,-,-,centro,-,-,-,35.7,33.7,37.8," 10,283,000 "
2021,estratificado,-,-,-,cdmx,-,-,-,38.5,34.9,42.3," 2,602,000 "
2021,estratificado,-,-,-,sur,-,-,-,36.0,32.8,39.3," 7,796,000 "
2021,estratificado,-,-,-,-,primaria o menos,-,-,38.4,35.9,40.9," 7,941,000 "
2021,estratificado,-,-,-,-,secundaria,-,-,40.3,37.6,43.2," 8,096,000 "
2021,estratificado,-,-,-,-,media,-,-,35.4,32.4,38.6," 5,785,000 "
2021,estratificado,-,-,-,-,superior,-,-,34.7,30.6,39.0," 4,929,000 "
2021,estratificado,-,-,-,-,-,bajo,-,34.6,32.0,37.3," 7,800,000 "
2021,estratificado,-,-,-,-,-,medio,-,39.9,37.0,42.8," 9,088,000 "
2021,estratificado,-,-,-,-,-,alto,-,38.0,35.4,40.7," 9,863,000 "
2021,estratificado,-,-,-,-,-,-,no,37.3,35.6,39.0," 24,518,000 "
2021,estratificado,-,-,-,-,-,-,si,40.4,35.5,45.3," 2,232,000 "
2021,estratificado,hombre,20-39,-,-,-,-,-,32.8,29.0,36.8," 4,575,000 "
2021,estratificado,hombre,40-59,-,-,-,-,-,36.1,32.0,40.4," 3,788,000 "
2021,estratificado,hombre,60+,-,-,-,-,-,23.6,19.8,27.9," 1,653,000 "
2021,estratificado,mujer,20-39,-,-,-,-,-,35.7,32.9,38.6," 6,585,000 "
2021,estratificado,mujer,40-59,-,-,-,-,-,50.2,47.0,53.5," 7,285,000 "
2021,estratificado,mujer,60+,-,-,-,-,-,41.6,37.5,45.9," 2,865,000 "
2021,estratificado,hombre,-,rural,-,-,-,-,25.1,20.4,30.5," 1,779,000 "
2021,estratificado,hombre,-,urbano,-,-,-,-,33.8,31.1,36.6," 8,235,000 "
2021,estratificado,mujer,-,rural,-,-,-,-,39.1,35.2,43.1," 3,190,000 "
2021,estratificado,mujer,-,urbano,-,-,-,-,42.7,40.5,45.0," 13,545,000 "
2021,estratificado,hombre,-,-,norte ,-,-,-,36.3,32.5,40.2," 2,339,000 "
2021,estratificado,hombre,-,-,centro,-,-,-,41.5,38.3,44.8," 5,346,000 "
2021,estratificado,hombre,-,-,cdmx,-,-,-,45.6,40.6,50.8," 1,287,000 "
2021,estratificado,hombre,-,-,sur,-,-,-,40.8,37.6,44.0," 3,796,000 "
2021,estratificado,mujer,-,-,norte ,-,-,-,32.9,29.2,36.8," 2,522,000 "
2021,estratificado,mujer,-,-,centro,-,-,-,36.0,33.5,38.7," 5,733,000 "
2021,estratificado,mujer,-,-,cdmx,-,-,-,37.5,33.4,41.7," 1,474,000 "
2021,estratificado,mujer,-,-,sur,-,-,-,36.9,33.9,40.0," 4,549,000 "
2021,estratificado,hombre,-,-,-,primaria o menos,-,-,26.8,23.2,30.7," 2,492,000 "
2021,estratificado,hombre,-,-,-,secundaria,-,-,34.5,30.1,39.2," 2,756,000 "
2021,estratificado,hombre,-,-,-,media,-,-,32.1,27.2,37.3," 2,272,000 "
2021,estratificado,hombre,-,-,-,superior,-,-,35.2,29.8,41.0," 2,495,000 "
2021,estratificado,mujer,-,-,-,primaria o menos,-,-,47.8,44.3,51.3," 5,449,000 "
2021,estratificado,mujer,-,-,-,secundaria,-,-,44.2,40.9,47.6," 5,340,000 "
2021,estratificado,mujer,-,-,-,media,-,-,38.0,33.9,42.3," 3,513,000 "
2021,estratificado,mujer,-,-,-,superior,-,-,34.2,29.3,39.4," 2,434,000 "
2021,estratificado,hombre,-,-,-,-,bajo,-,25.6,22.1,29.4," 2,579,000 "
2021,estratificado,hombre,-,-,-,-,medio,-,35.9,31.7,40.4," 3,537,000 "
2021,estratificado,hombre,-,-,-,-,alto,-,33.9,30.1,37.9," 3,899,000 "
2021,estratificado,mujer,-,-,-,-,bajo,-,41.9,38.9,45.0," 5,221,000 "
2021,estratificado,mujer,-,-,-,-,medio,-,42.9,39.5,46.2," 5,551,000 "
2021,estratificado,mujer,-,-,-,-,alto,-,41.3,37.7,45.0," 5,963,000 "
2021,estratificado,hombre,-,-,-,-,-,no,32.2,29.7,34.8," 9,459,000 "
2021,estratificado,hombre,-,-,-,-,-,si,26.8,19.2,36.0," 556,000 "
2021,estratificado,mujer,-,-,-,-,-,no,41.4,39.4,43.4," 15,059,000 "
2021,estratificado,mujer,-,-,-,-,-,si,48.5,42.1,54.9," 1,676,000 "
2022,nacional ,-,-,-,-,-,-,-,36.8,35.0,38.7," 30,829,000 "
2022,estratificado,hombre,-,-,-,-,-,-,32.4,29.7,35.1," 12,683,000 "
2022,estratificado,mujer,-,-,-,-,-,-,40.7,38.4,43.0," 18,146,000 "
2022,estratificado,-,20-39,-,-,-,-,-,33,30.7,35.5," 12,524,000 "
2022,estratificado,-,40-59,-,-,-,-,-,44.2,41.3,47.2," 12,941,000 "
2022,estratificado,-,60+,-,-,-,-,-,32.4,29.4,35.6," 5,364,000 "
2022,estratificado,-,-,rural,-,-,-,-,35.4,31.7,39.3," 6,034,000 "
2022,estratificado,-,-,urbano,-,-,-,-,37.2,35.1,39.3," 24,795,000 "
2022,estratificado,-,-,-,norte ,-,-,-,44.2,41.2,47.3," 7,748,000 "
2022,estratificado,-,-,-,centro,-,-,-,35.3,31.8,39.0," 11,164,000 "
2022,estratificado,-,-,-,cdmx,-,-,-,32.2,28.2,36.5," 3,007,000 "
2022,estratificado,-,-,-,sur,-,-,-,35.2,32.0,38.5," 8,911,000 "
2022,estratificado,-,-,-,-,primaria o menos,-,-,36.5,33.4,39.7," 8,561,000 "
2022,estratificado,-,-,-,-,secundaria,-,-,39.8,36.8,42.9," 9,133,000 "
2022,estratificado,-,-,-,-,media,-,-,37.6,34.0,41.3," 7,722,000 "
2022,estratificado,-,-,-,-,superior,-,-,32.3,28.9,35.9," 5,413,000 "
2022,estratificado,-,-,-,-,-,bajo,-,35.6,32.7,38.5," 9,211,000 "
2022,estratificado,-,-,-,-,-,medio,-,39.3,36.6,42.2," 10,602,000 "
2022,estratificado,-,-,-,-,-,alto,-,35.7,32.9,38.6," 11,017,000 "
2022,estratificado,-,-,-,-,-,-,no,35.7,33.8,37.7," 27,064,000 "
2022,estratificado,-,-,-,-,-,-,si,47.1,42.5,51.8," 3,765,000 "
2022,estratificado,hombre,20-39,-,-,-,-,-,31.2,27.5,35.0," 5,572,000 "
2022,estratificado,hombre,40-59,-,-,-,-,-,38.9,34.6,43.5," 5,348,000 "
2022,estratificado,hombre,60+,-,-,-,-,-,23.3,19.6,27.5," 1,763,000 "
2022,estratificado,mujer,20-39,-,-,-,-,-,34.7,31.6,37.9," 6,952,000 "
2022,estratificado,mujer,40-59,-,-,-,-,-,48.9,45.7,52.1," 7,593,000 "
2022,estratificado,mujer,60+,-,-,-,-,-,40.0,36.0,44.2," 3,601,000 "
2022,estratificado,hombre,-,rural,-,-,-,-,31.4,26.3,37.0," 2,532,000 "
2022,estratificado,hombre,-,urbano,-,-,-,-,32.6,29.6,35.8," 10,151,000 "
2022,estratificado,mujer,-,rural,-,-,-,-,39.0,34.6,43.5," 3,502,000 "
2022,estratificado,mujer,-,urbano,-,-,-,-,41.2,38.5,43.9," 14,644,000 "
2022,estratificado,hombre,-,-,norte ,-,-,-,38.3,33.8,43.0," 3,368,000 "
2022,estratificado,hombre,-,-,centro,-,-,-,31.3,26.4,36.6," 4,579,000 "
2022,estratificado,hombre,-,-,cdmx,-,-,-,24.7,17.0,34.3," 1,057,000 "
2022,estratificado,hombre,-,-,sur,-,-,-,32.1,28.2,36.4," 3,679,000 "
2022,estratificado,mujer,-,-,norte ,-,-,-,50.3,46.7,53.8," 4,380,000 "
2022,estratificado,mujer,-,-,centro,-,-,-,38.9,34.7,43.2," 6,585,000 "
2022,estratificado,mujer,-,-,cdmx,-,-,-,38.7,32.7,45.0," 1,950,000 "
2022,estratificado,mujer,-,-,sur,-,-,-,37.8,33.8,42.0," 5,232,000 "
2022,estratificado,hombre,-,-,-,primaria o menos,-,-,26.7,22.9,30.9," 2,821,000 "
2022,estratificado,hombre,-,-,-,secundaria,-,-,32.1,27.3,37.2," 3,308,000 "
2022,estratificado,hombre,-,-,-,media,-,-,40.7,35.4,46.2," 3,838,000 "
2022,estratificado,hombre,-,-,-,superior,-,-,30.6,25.0,36.8," 2,717,000 "
2022,estratificado,mujer,-,-,-,primaria o menos,-,-,44.4,39.7,49.1," 5,740,000 "
2022,estratificado,mujer,-,-,-,secundaria,-,-,46.1,42.6,49.6," 5,825,000 "
2022,estratificado,mujer,-,-,-,media,-,-,35.0,31.0,39.2," 3,885,000 "
2022,estratificado,mujer,-,-,-,superior,-,-,34.2,30.0,38.7," 2,696,000 "
2022,estratificado,hombre,-,-,-,-,bajo,-,30.1,26.4,34.2," 3,601,000 "
2022,estratificado,hombre,-,-,-,-,medio,-,33.9,29.8,38.3," 4,352,000 "
2022,estratificado,hombre,-,-,-,-,alto,-,32.9,28.3,37.7," 4,730,000 "
2022,estratificado,mujer,-,-,-,-,bajo,-,40.2,36.5,44.0," 5,610,000 "
2022,estratificado,mujer,-,-,-,-,medio,-,44.2,40.4,48.2," 6,250,000 "
2022,estratificado,mujer,-,-,-,-,alto,-,38.1,34.8,41.6," 6,287,000 "
2022,estratificado,hombre,-,-,-,-,-,no,31.8,29.0,34.7," 11,475,000 "
2022,estratificado,hombre,-,-,-,-,-,si,39.6,31.9,47.8," 1,208,000 "
2022,estratificado,mujer,-,-,-,-,-,no,39.3,37.0,41.8," 15,589,000 "
2022,estratificado,mujer,-,-,-,-,-,si,51.8,45.9,57.8," 2,557,000 "
2023,nacional ,-,-,-,-,-,-,-,40.7,37.9,43.5," 29,538,000 "
2023,estratificado,hombre,-,-,-,-,-,-,37.1,33.0,41.5," 12,542,000 "
2023,estratificado,mujer,-,-,-,-,-,-,43.7,40.1,47.5," 16,995,000 "
2023,estratificado,-,20-39,-,-,-,-,-,36.2,32.2,40.4," 11,801,000 "
2023,estratificado,-,40-59,-,-,-,-,-,49.4,44.6,54.1," 12,550,000 "
2023,estratificado,-,60+,-,-,-,-,-,35.4,31.4,39.7," 5,187,000 "
2023,estratificado,-,-,rural,-,-,-,-,40.9,35.1,47.1," 6,163,000 "
2023,estratificado,-,-,urbano,-,-,-,-,40.6,37.5,43.8," 23,374,000 "
2023,estratificado,-,-,-,norte ,-,-,-,50.2,40.4,59.9," 6,594,000 "
2023,estratificado,-,-,-,centro,-,-,-,38.5,35.1,42.0," 12,561,000 "
2023,estratificado,-,-,-,cdmx,-,-,-,36.7,27.7,46.8," 2,410,000 "
2023,estratificado,-,-,-,sur,-,-,-,39.3,34.6,44.2," 7,973,000 "
2023,estratificado,-,-,-,-,primaria o menos,-,-,45.0,40.5,49.7," 7,584,000 "
2023,estratificado,-,-,-,-,secundaria,-,-,42.8,37.6,48.1," 9,578,000 "
2023,estratificado,-,-,-,-,media,-,-,39.6,34.4,45.0," 7,463,000 "
2023,estratificado,-,-,-,-,superior,-,-,33.8,29.1,38.9," 4,913,000 "
2023,estratificado,-,-,-,-,-,bajo,-,37.6,33.2,42.2," 8,975,000 "
2023,estratificado,-,-,-,-,-,medio,-,47.4,42.7,52.1," 10,062,000 "
2023,estratificado,-,-,-,-,-,alto,-,38.2,34.4,42.1," 10,501,000 "
2023,estratificado,-,-,-,-,-,-,no,40.6,37.7,43.6," 25,288,000 "
2023,estratificado,-,-,-,-,-,-,si,42.0,32.3,52.3," 1,819,000 "
2023,estratificado,hombre,20-39,-,-,-,-,-,35.3,28.5,42.7," 5,230,000 "
2023,estratificado,hombre,40-59,-,-,-,-,-,46.9,39.6,54.3," 5,296,000 "
2023,estratificado,hombre,60+,-,-,-,-,-,26.4,20.7,33.0," 2,016,000 "
2023,estratificado,mujer,20-39,-,-,-,-,-,37.0,31.9,42.5," 6,571,000 "
2023,estratificado,mujer,40-59,-,-,-,-,-,51.4,45.6,57.1," 7,254,000 "
2023,estratificado,mujer,60+,-,-,-,-,-,45.3,39.8,50.9," 3,170,000 "
2023,estratificado,hombre,-,rural,-,-,-,-,32.8,25.0,41.7," 2,307,000 "
2023,estratificado,hombre,-,urbano,-,-,-,-,38.3,33.6,43.2," 10,235,000 "
2023,estratificado,mujer,-,rural,-,-,-,-,48.0,41.3,54.8," 3,856,000 "
2023,estratificado,mujer,-,urbano,-,-,-,-,42.6,38.5,46.9," 13,139,000 "
2023,estratificado,hombre,-,-,norte ,-,-,-,45.4,32.0,59.5," 2,545,000 "
2023,estratificado,hombre,-,-,centro,-,-,-,36.7,31.5,42.1," 5,801,000 "
2023,estratificado,hombre,-,-,cdmx,-,-,-,35.6,21.8,52.3," 1,089,000 "
2023,estratificado,hombre,-,-,sur,-,-,-,33.5,27.1,40.6," 3,108,000 "
2023,estratificado,mujer,-,-,norte ,-,-,-,53.7,38.4,68.3," 4,049,000 "
2023,estratificado,mujer,-,-,centro,-,-,-,40.2,35.3,45.4," 6,760,000 "
2023,estratificado,mujer,-,-,cdmx,-,-,-,37.7,29.0,47.4," 1,321,000 "
2023,estratificado,mujer,-,-,sur,-,-,-,44.2,39.1,49.5," 4,866,000 "
2023,estratificado,hombre,-,-,-,primaria o menos,-,-,37.5,30.0,45.7," 2,775,000 "
2023,estratificado,hombre,-,-,-,secundaria,-,-,35.6,28.5,43.4," 3,459,000 "
2023,estratificado,hombre,-,-,-,media,-,-,38.8,30.5,47.7," 3,392,000 "
2023,estratificado,hombre,-,-,-,superior,-,-,36.9,29.1,45.4," 2,916,000 "
2023,estratificado,mujer,-,-,-,primaria o menos,-,-,50.9,45.1,56.6," 4,809,000 "
2023,estratificado,mujer,-,-,-,secundaria,-,-,48.3,41.6,55.0," 6,120,000 "
2023,estratificado,mujer,-,-,-,media,-,-,40.3,35.2,45.5," 4,071,000 "
2023,estratificado,mujer,-,-,-,superior,-,-,30.1,23.6,37.6," 1,996,000 "
2023,estratificado,hombre,-,-,-,-,bajo,-,29.9,24.5,35.9," 3,184,000 "
2023,estratificado,hombre,-,-,-,-,medio,-,45.2,36.7,53.9," 4,173,000 "
2023,estratificado,hombre,-,-,-,-,alto,-,37.4,32.5,42.5," 5,184,000 "
2023,estratificado,mujer,-,-,-,-,bajo,-,43.8,37.9,49.8," 5,790,000 "
2023,estratificado,mujer,-,-,-,-,medio,-,49.1,43.9,54.2," 5,889,000 "
2023,estratificado,mujer,-,-,-,-,alto,-,39.0,32.3,46.2," 5,317,000 "
2023,estratificado,hombre,-,-,-,-,-,no,37.2,32.8,41.9," 11,100,000 "
2023,estratificado,hombre,-,-,-,-,-,si,36.2,22.0,53.4," 677,000 "
2023,estratificado,mujer,-,-,-,-,-,no,43.6,39.7,47.5," 14,188,000 "
2023,estratificado,mujer,-,-,-,-,-,si,46.3,33.9,59.2," 1,142,000 "
