año,nivel_de_agregacion,sexo,grupo_de_edad,tipo_de_localidad_rural_o_urbano,region_geografica_de_Mexico,nivel_educativo,nivel_socioeconomico,presencia_de_discapacidad,porcentaje_de_sintomas_de_depresion_moderado_severo,intervalo_de_confianza_inferior,intervalo_de_confianza_superior,poblacion_representada_con_sintomas_de_depresion_moderado_severo
2021,estratificado,hombre,-,-,-,-,-,no,9.1,8.0,10.2,3438000
2021,estratificado,hombre,-,-,-,-,-,si,35.2,28.9,42.2,951000
2021,estratificado,mujer,-,-,-,-,-,no,18.0,16.8,19.2,7216000
2021,estratificado,mujer,-,-,-,-,-,si,51.3,47.0,55.6,2072000
2022,nacional,-,-,-,-,-,-,-,16.7,15.8,17.6,14250000
2022,estratificado,hombre,-,-,-,-,-,-,11.4,10.3,12.6,4675000
2022,estratificado,mujer,-,-,-,-,-,-,21.5,20.1,22.9,9576000
2022,estratificado,-,20-39,-,-,-,-,-,10.6,9.3,12.0,4060000
2022,estratificado,-,40-59,-,-,-,-,-,12.2,10.9,13.6,3642000
2022,estratificado,-,60+,-,-,-,-,-,38.3,35.4,41.2,6549000
2022,estratificado,-,-,rural,-,-,-,-,19.9,17.8,22.3,3418000
2022,estratificado,-,-,urbano,-,-,-,-,15.8,14.9,16.8,10833000
2022,estratificado,-,-,-,norte ,-,-,-,15.5,13.9,17.3,2739000
2022,estratificado,-,-,-,centro,-,-,-,17.4,16.0,19.0,5655000
2022,estratificado,-,-,-,cdmx,-,-,-,17.2,14.2,20.7,1627000
2022,estratificado,-,-,-,sur,-,-,-,16.3,14.7,17.9,4230000
2022,estratificado,-,-,-,-,primaria o menos,-,-,29.5,27.5,31.6,6983000
2022,estratificado,-,-,-,-,secundaria,-,-,14.2,12.5,16.0,3258000
2022,estratificado,-,-,-,-,media,-,-,11.3,9.8,13.0,2296000
2022,estratificado,-,-,-,-,superior,-,-,9.3,7.6,11.3,1714000
2022,estratificado,-,-,-,-,-,bajo,-,21.3,19.5,23.3,5463000
2022,estratificado,-,-,-,-,-,medio,-,16.6,15.2,18.1,4633000
2022,estratificado,-,-,-,-,-,alto,-,13.0,11.6,14.5,4155000
2022,estratificado,-,-,-,-,-,-,no,13.5,12.6,14.4,10404000
2022,estratificado,-,-,-,-,-,-,si,45.7,41.7,49.7,3846000
2022,estratificado,hombre,20-39,-,-,-,-,-,7.2,5.5,9.5,1351000
2022,estratificado,hombre,40-59,-,-,-,-,-,7.4,6.1,9.0,1087000
2022,estratificado,hombre,60+,-,-,-,-,-,29.3,25.9,33.0,2237000
2022,estratificado,mujer,20-39,-,-,-,-,-,13.7,12.0,15.5,2709000
2022,estratificado,mujer,40-59,-,-,-,-,-,16.7,14.7,18.8,2554000
2022,estratificado,mujer,60+,-,-,-,-,-,45.5,41.3,49.8,4312000
2022,estratificado,hombre,-,rural,-,-,-,-,15.8,13.5,18.5,1301000
2022,estratificado,hombre,-,urbano,-,-,-,-,10.3,9.1,11.6,3374000
2022,estratificado,mujer,-,rural,-,-,-,-,23.7,20.5,27.2,2116000
2022,estratificado,mujer,-,urbano,-,-,-,-,20.9,19.4,22.4,7459000
2022,estratificado,hombre,-,-,norte ,-,-,-,10.2,8.3,12.5,907000
2022,estratificado,hombre,-,-,centro,-,-,-,12.1,10.5,14.0,1861000
2022,estratificado,hombre,-,-,cdmx,-,-,-,9.9,6.8,14.1,445000
2022,estratificado,hombre,-,-,sur,-,-,-,12.0,9.8,14.6,1462000
2022,estratificado,mujer,-,-,norte ,-,-,-,20.9,18.6,23.5,1832000
2022,estratificado,mujer,-,-,centro,-,-,-,22.2,19.9,24.6,3794000
2022,estratificado,mujer,-,-,cdmx,-,-,-,23.9,19.3,29.1,1182000
2022,estratificado,mujer,-,-,sur,-,-,-,20.1,17.7,22.6,2768000
2022,estratificado,hombre,-,-,-,primaria o menos,-,-,21.3,18.9,23.9,2311000
2022,estratificado,hombre,-,-,-,secundaria,-,-,8.2,6.4,10.4,891000
2022,estratificado,hombre,-,-,-,media,-,-,7.2,5.2,9.7,674000
2022,estratificado,hombre,-,-,-,superior,-,-,8.2,6.1,10.9,798000
2022,estratificado,mujer,-,-,-,primaria o menos,-,-,36.5,33.5,39.6,4672000
2022,estratificado,mujer,-,-,-,secundaria,-,-,19.6,17.1,22.3,2366000
2022,estratificado,mujer,-,-,-,media,-,-,14.8,12.7,17.1,1621000
2022,estratificado,mujer,-,-,-,superior,-,-,10.5,8.4,13.1,916000
2022,estratificado,hombre,-,-,-,-,bajo,-,14.7,12.5,17.3,1768000
2022,estratificado,hombre,-,-,-,-,medio,-,11.4,9.6,13.6,1541000
2022,estratificado,hombre,-,-,-,-,alto,-,8.9,7.1,11.1,1366000
2022,estratificado,mujer,-,-,-,-,bajo,-,27.2,24.5,30.0,3695000
2022,estratificado,mujer,-,-,-,-,medio,-,21.5,19.3,23.9,3092000
2022,estratificado,mujer,-,-,-,-,alto,-,16.8,15.0,18.8,2789000
2022,estratificado,hombre,-,-,-,-,-,no,9.4,8.3,10.6,3538000
2022,estratificado,hombre,-,-,-,-,-,si,34.4,28.4,41.0,1136000
2022,estratificado,mujer,-,-,-,-,-,no,17.4,16.1,18.8,6866000
2022,estratificado,mujer,-,-,-,-,-,si,53.0,47.8,58.1,2710000
2023,nacional,-,-,-,-,-,-,-,14.9,13.3,16.6,12821000
2023,estratificado,hombre,-,-,-,-,-,-,10.7,9.1,12.5,4398000
2023,estratificado,mujer,-,-,-,-,-,-,18.8,16.5,21.3,8422000
2023,estratificado,-,20-39,-,-,-,-,-,7.1,5.9,8.6,2812000
2023,estratificado,-,40-59,-,-,-,-,-,14.0,11.5,16.9,4089000
2023,estratificado,-,60+,-,-,-,-,-,34.0,29.8,38.5,5919000
2023,estratificado,-,-,rural,-,-,-,-,18.1,13.0,24.7,3086000
2023,estratificado,-,-,urbano,-,-,-,-,14.1,12.7,15.7,9735000
2023,estratificado,-,-,-,norte ,-,-,-,14.9,10.9,20.1,2389000
2023,estratificado,-,-,-,centro,-,-,-,15.3,12.8,18.1,5964000
2023,estratificado,-,-,-,cdmx,-,-,-,11.9,7.5,18.3,888000
2023,estratificado,-,-,-,sur,-,-,-,15.3,12.7,18.2,3580000
2023,estratificado,-,-,-,-,primaria o menos,-,-,29.2,25.0,33.7,5812000
2023,estratificado,-,-,-,-,secundaria,-,-,13.2,11.1,15.6,3387000
2023,estratificado,-,-,-,-,media,-,-,11.2,8.6,14.3,2431000
2023,estratificado,-,-,-,-,superior,-,-,6.4,4.5,9.1,1191000
2023,estratificado,-,-,-,-,-,bajo,-,18.4,15.0,22.4,5033000
2023,estratificado,-,-,-,-,-,medio,-,15.5,13.3,18.1,3998000
2023,estratificado,-,-,-,-,-,alto,-,11.5,9.4,14.0,3789000
2023,estratificado,-,-,-,-,-,-,no,10.3,9.0,11.7,7389000
2023,estratificado,-,-,-,-,-,-,si,41.2,34.9,47.9,2152000
2023,estratificado,hombre,20-39,-,-,-,-,-,4.2,3.0,5.9,803000
2023,estratificado,hombre,40-59,-,-,-,-,-,10.1,6.9,14.5,1326000
2023,estratificado,hombre,60+,-,-,-,-,-,25.2,19.7,31.5,2269000
2023,estratificado,mujer,20-39,-,-,-,-,-,9.8,7.7,12.6,2009000
2023,estratificado,mujer,40-59,-,-,-,-,-,17.2,13.8,21.3,2763000
2023,estratificado,mujer,60+,-,-,-,-,-,43.5,37.7,49.5,3650000
2023,estratificado,hombre,-,rural,-,-,-,-,14.2,9.8,20.0,1148000
2023,estratificado,hombre,-,urbano,-,-,-,-,9.8,8.3,11.7,3250000
2023,estratificado,mujer,-,rural,-,-,-,-,21.8,15.1,30.3,1938000
2023,estratificado,mujer,-,urbano,-,-,-,-,18.1,15.8,20.5,6485000
2023,estratificado,hombre,-,-,norte ,-,-,-,,,,
2023,estratificado,hombre,-,-,centro,-,-,-,,,,
2023,estratificado,hombre,-,-,cdmx,-,-,-,,,,
2023,estratificado,hombre,-,-,sur,-,-,-,,,,
2023,estratificado,mujer,-,-,norte ,-,-,-,,,,
2023,estratificado,mujer,-,-,centro,-,-,-,,,,
2023,estratificado,mujer,-,-,cdmx,-,-,-,,,,
2023,estratificado,mujer,-,-,sur,-,-,-,,,,
2023,estratificado,hombre,-,-,-,primaria o menos,-,-,,,,
2023,estratificado,hombre,-,-,-,secundaria,-,-,,,,
2023,estratificado,hombre,-,-,-,media,-,-,,,,
2023,estratificado,hombre,-,-,-,superior,-,-,,,,
2023,estratificado,mujer,-,-,-,primaria o menos,-,-,,,,
2023,estratificado,mujer,-,-,-,secundaria,-,-,,,,
2023,estratificado,mujer,-,-,-,media,-,-,,,,
2023,estratificado,mujer,-,-,-,superior,-,-,,,,
2023,estratificado,hombre,-,-,-,-,bajo,-,15.6,11.7,20.6,1962000
2023,estratificado,hombre,-,-,-,-,medio,-,9.4,6.9,12.7,1127000
2023,estratificado,hombre,-,-,-,-,alto,-,7.9,5.6,11.1,1310000
2023,estratificado,mujer,-,-,-,-,bajo,-,20.9,16.9,25.4,3072000
2023,estratificado,mujer,-,-,-,-,medio,-,20.8,17.6,24.4,2871000
2023,estratificado,mujer,-,-,-,-,alto,-,15.2,11.9,19.3,2480000
2023,estratificado,hombre,-,-,-,-,-,no,6.2,4.9,7.7,2115000
2023,estratificado,hombre,-,-,-,-,-,si,42.5,31.7,54.0,1009000
2023,estratificado,mujer,-,-,-,-,-,no,14.1,11.8,16.7,5274000
2023,estratificado,mujer,-,-,-,-,-,si,40.2,31.4,49.7,1143000
